Age,OVA,POT,Release Clause,Best Position,Club,Value,Attacking,Defending,Goalkeeping
28,66,66,891000.0,CM,SD Ponferradina,750000.0,270,181,56
27,66,67,1200000.0,ST,CD Mirandés,1000000.0,319,96,55
19,66,80,0.0,CAM,Sint-Truidense VV,2000000.0,279,87,50
27,66,69,1000000.0,GK,Fleetwood Town,850000.0,62,43,321
27,66,67,1100000.0,CAM,KFC Uerdingen 05,975000.0,313,157,49
25,66,73,1300000.0,CB,FC Zürich,1600000.0,245,196,49
29,66,66,761000.0,LB,VfB Lübeck,750000.0,257,194,51
24,66,70,1300000.0,CAM,SCR Altach,1200000.0,309,116,45
21,66,80,0.0,CB,Beşiktaş JK,2000000.0,223,202,51
25,66,69,1500000.0,RM,Hull City,1100000.0,292,200,60
26,66,67,1100000.0,ST,FC Voluntari,1000000.0,316,81,57
25,66,69,1300000.0,ST,VVV-Venlo,1100000.0,288,70,51
26,66,70,1400000.0,CB,Sheffield Wednesday,1100000.0,230,192,47
27,66,67,0.0,RB,Sangju Sangmu FC,900000.0,227,175,51
28,66,66,719000.0,CDM,Kristiansund BK,750000.0,225,191,40
28,66,66,825000.0,RB,Chicago Fire,775000.0,236,192,53
25,66,71,1300000.0,CB,FC Erzgebirge Aue,1100000.0,239,202,49
21,66,75,1800000.0,CB,Guadalajara,1800000.0,225,194,55
25,66,70,1500000.0,CAM,Motherwell,1200000.0,298,174,50
20,66,74,1600000.0,CAM,VVV-Venlo,1900000.0,281,184,51
22,66,73,1700000.0,CB,DSC Arminia Bielefeld,1600000.0,282,199,55
25,66,69,0.0,CB,No Club,0.0,255,201,55
33,66,66,0.0,GK,Yokohama FC,275000.0,64,42,317
35,66,66,440000.0,CDM,Real Zaragoza,350000.0,306,192,55
23,66,73,1800000.0,RB,Angers SCO,1600000.0,251,195,53
20,66,79,2900000.0,CM,SV Werder Bremen,1900000.0,268,186,48
32,66,66,574000.0,CB,Sepsi OSK,550000.0,246,193,56
27,66,67,1700000.0,ST,Sol de América,1000000.0,308,61,55
23,66,73,1500000.0,LM,Rosario Central,1700000.0,267,102,59
28,66,66,1000000.0,LB,Oceânico FC,775000.0,281,179,272
24,66,71,0.0,ST,FC Sochaux-Montbéliard,1300000.0,285,82,49
24,66,71,994000.0,LM,Vegalta Sendai,1200000.0,287,183,63
29,66,66,781000.0,LM,Gangwon FC,850000.0,308,63,55
20,66,78,1500000.0,GK,Ajax,1800000.0,67,34,324
23,66,74,0.0,ST,CE Sabadell FC,1900000.0,330,144,42
28,66,66,1100000.0,CB,Wycombe Wanderers,725000.0,215,197,71
35,66,66,213000.0,GK,Viking FK,90000.0,100,54,324
23,66,69,1300000.0,CB,Oxford United,1000000.0,218,194,44
24,66,71,1600000.0,CAM,Fleetwood Town,1300000.0,290,178,55
22,66,74,1400000.0,CB,Unión de Santa Fe,1800000.0,202,195,50
34,66,66,363000.0,CDM,1. FC Magdeburg,300000.0,322,175,58
24,66,73,1600000.0,LW,CF Fuenlabrada,1700000.0,310,71,36
33,66,66,435000.0,CB,KSV Cercle Brugge,400000.0,257,196,60
24,66,69,1200000.0,RM,Gaz Metan Mediaş,1200000.0,301,107,39
23,66,74,1400000.0,CB,Rosario Central,1800000.0,239,203,47
25,66,69,1300000.0,CDM,Livingston FC,1000000.0,257,189,55
20,66,82,3000000.0,RM,Borussia Dortmund,2200000.0,252,184,38
35,66,66,261000.0,LB,RKC Waalwijk,275000.0,240,195,66
28,66,67,1000000.0,CB,SV Sandhausen,800000.0,226,199,45
24,66,71,1200000.0,RM,Zagłębie Lubin,1300000.0,287,129,46
19,66,83,3300000.0,RWB,Brighton & Hove Albion,2100000.0,243,183,58
25,66,71,1200000.0,CAM,CD Huachipato,1300000.0,273,109,63
22,66,73,1500000.0,CM,SK Rapid Wien,1700000.0,269,169,40
19,65,78,2700000.0,RM,Deportivo Alavés,1700000.0,253,105,43
24,65,72,1400000.0,CM,Grenoble Foot 38,1300000.0,260,175,64
18,65,80,0.0,ST,Racing Club de Lens,1700000.0,278,61,52
24,65,70,1100000.0,ST,New York Red Bulls,1100000.0,285,123,53
25,65,66,0.0,RM,Lechia Gdańsk,850000.0,290,103,48
20,65,65,971000.0,CB,Oceânico FC,725000.0,249,207,47
29,65,65,713000.0,CDM,Philadelphia Union,600000.0,261,186,55
24,65,70,1400000.0,LM,Wycombe Wanderers,1100000.0,280,66,60
22,65,74,1300000.0,RB,New York Red Bulls,1500000.0,226,184,56
27,65,65,1200000.0,RW,FC Paços de Ferreira,750000.0,278,62,37
27,65,67,877000.0,CB,SG Dynamo Dresden,750000.0,208,193,52
22,65,72,1100000.0,CB,SCR Altach,1400000.0,258,183,43
25,65,68,894000.0,RM,SK Brann,950000.0,283,177,50
26,65,68,855000.0,CDM,Astra Giurgiu,850000.0,250,191,60
28,65,65,656000.0,CDM,Lyngby BK,725000.0,259,181,47
31,65,65,594000.0,LW,Busan IPark,600000.0,287,88,57
31,65,65,831000.0,ST,USL Dunkerque,600000.0,305,58,50
26,65,67,1100000.0,CAM,Holstein Kiel,875000.0,296,126,49
26,65,66,1100000.0,CB,Göztepe SK,750000.0,209,188,50
34,65,65,344000.0,ST,Seongnam FC,350000.0,295,63,52
32,65,65,613000.0,CB,Swindon Town,475000.0,218,193,44
23,65,71,908000.0,GK,KSV Cercle Brugge,925000.0,67,35,319
22,65,75,1600000.0,CB,Amiens SC,1500000.0,247,189,50
26,65,65,834000.0,LM,SV Waldhof Mannheim,775000.0,282,72,37
26,65,66,1300000.0,RM,Emelec,750000.0,286,184,43
30,65,65,725000.0,CAM,SV Meppen,700000.0,294,140,54
27,65,65,831000.0,RB,Blackpool,700000.0,245,183,56
32,65,65,525000.0,CDM,Chicago Fire,475000.0,270,185,48
28,65,65,919000.0,CM,Ipswich Town,725000.0,291,173,36
22,65,74,1500000.0,CB,Rodez Aveyron Football,1500000.0,209,195,38
27,65,66,1100000.0,LM,Hibernian,825000.0,319,185,55
27,65,68,762000.0,CB,Sarpsborg 08 FF,800000.0,213,198,47
29,65,65,935000.0,ST,Mazatlán FC,725000.0,296,87,59
22,65,73,0.0,LM,Swindon Town,1600000.0,268,109,56
28,65,66,696000.0,CB,Lyngby BK,700000.0,249,187,51
17,65,82,2000000.0,RB,Ajax,1700000.0,260,204,47
27,65,66,891000.0,CAM,Wisła Płock,825000.0,289,99,49
38,65,65,138000.0,CB,Western United FC,130000.0,222,194,70
20,65,65,971000.0,CDM,Oceânico FC,725000.0,247,183,80
19,65,80,2300000.0,ST,FC København,1700000.0,289,62,56
26,65,70,853000.0,GK,C.D. Castellón,825000.0,100,57,328
34,65,65,263000.0,CDM,Vegalta Sendai,240000.0,232,190,54
34,65,65,480000.0,GK,Alanyaspor,120000.0,86,46,322
28,65,65,919000.0,CM,Bolton Wanderers,725000.0,298,177,64
27,65,67,889000.0,GK,Preston North End,650000.0,83,41,323
23,65,70,1100000.0,ST,SK Sturm Graz,1100000.0,280,63,61
24,65,73,1300000.0,GK,Sheffield Wednesday,1400000.0,97,51,325
32,65,65,438000.0,CDM,Melbourne Victory,475000.0,265,194,56
24,65,72,1300000.0,ST,Arsenal de Sarandí,1400000.0,293,81,49
25,65,70,1300000.0,CB,Dijon FCO,950000.0,224,187,50
22,65,74,1500000.0,LB,ESTAC Troyes,1500000.0,253,185,48
27,65,66,1200000.0,ST,Rotherham United,825000.0,272,95,40
29,65,65,713000.0,GK,Cardiff City,500000.0,64,45,320
26,65,68,1100000.0,CB,Al Ahli,825000.0,183,189,54
27,65,65,625000.0,CDM,SK Brann,675000.0,277,184,58
37,65,65,387000.0,CAM,Club Blooming,230000.0,312,131,42
26,65,69,0.0,CB,Aalborg BK,875000.0,264,197,56
26,65,66,1100000.0,ST,UD Logroñés,850000.0,315,53,52
35,65,65,516000.0,CAM,Liverpool Fútbol Club,300000.0,270,102,49
23,65,71,1100000.0,ST,FC Midtjylland,1100000.0,302,76,51
21,65,76,0.0,CAM,FC Twente,1600000.0,296,50,47
23,65,70,1100000.0,ST,1. FC Kaiserslautern,1100000.0,284,50,46
22,65,77,1700000.0,GK,Montpellier HSC,1500000.0,93,50,319
28,65,65,880000.0,RW,Rayo Vallecano,725000.0,283,72,39
28,65,66,0.0,CDM,No Club,0.0,240,195,49
29,65,65,814000.0,LM,VfL Osnabrück,700000.0,280,130,59
23,65,73,1300000.0,GK,Barnsley,1400000.0,104,47,319
19,65,83,0.0,CAM,SD Eibar,1800000.0,284,76,49
22,65,74,1400000.0,CAM,FC Luzern,1600000.0,293,189,48
34,65,65,350000.0,CB,Hibernian,230000.0,194,192,59
31,65,65,831000.0,ST,Fleetwood Town,600000.0,296,105,53
23,65,73,1100000.0,CB,Zagłębie Lubin,1500000.0,226,201,46
28,65,65,798000.0,CAM,Colorado Rapids,725000.0,295,80,59
18,65,83,2500000.0,CB,Manchester United,1700000.0,232,186,45
29,65,65,919000.0,RM,Burton Albion,700000.0,275,176,51
23,65,68,1100000.0,LB,Ipswich Town,900000.0,246,187,52
33,65,65,613000.0,ST,Mansfield Town,450000.0,305,75,58
24,65,70,0.0,ST,Defensa y Justicia,1100000.0,292,75,47
26,65,67,677000.0,GK,FC Botoşani,675000.0,62,33,326
21,65,73,1600000.0,LB,Trabzonspor,1500000.0,250,194,67
21,65,74,943000.0,GK,IF Elfsborg,1400000.0,100,37,329
31,65,65,641000.0,ST,Wisła Płock,600000.0,294,61,46
36,65,65,213000.0,CM,Örebro SK,230000.0,258,166,66
32,65,65,536000.0,LB,Al Fateh,500000.0,291,173,47
18,65,82,2500000.0,CB,Liverpool,1700000.0,215,191,53
30,65,65,866000.0,RW,Al Adalah,700000.0,291,74,42
27,65,67,762000.0,CM,FC Seoul,775000.0,250,178,49
21,65,74,1300000.0,CB,Philadelphia Union,1500000.0,200,200,51
32,65,65,406000.0,GK,IK Start,350000.0,57,41,324
36,65,65,131000.0,GK,San Jose Earthquakes,80000.0,69,44,318
27,65,69,813000.0,GK,CD Lugo,750000.0,104,39,318
27,65,66,696000.0,CB,Kristiansund BK,750000.0,265,178,53
26,65,66,1200000.0,ST,Portsmouth,850000.0,291,116,52
24,65,70,1200000.0,LWB,Colchester United,1000000.0,254,178,52
25,65,68,1100000.0,ST,Club Atlético Banfield,950000.0,272,99,45
22,65,72,1300000.0,CB,Puebla FC,1300000.0,187,188,55
27,65,65,900000.0,CDM,En Avant de Guingamp,675000.0,253,191,54
30,65,65,709000.0,ST,Coquimbo Unido,700000.0,302,61,54
29,65,65,709000.0,CF,FC Viitorul,700000.0,280,106,57
24,65,72,1600000.0,LM,Cádiz CF,1400000.0,287,170,50
27,65,66,709000.0,GK,Inter Miami,600000.0,96,42,319
30,65,65,698000.0,CB,C.D. Castellón,575000.0,235,194,61
26,65,66,1100000.0,ST,RCD Mallorca,850000.0,293,76,44
30,65,65,750000.0,GK,Kasimpaşa SK,475000.0,65,42,316
21,65,72,1300000.0,LM,FC Groningen,1500000.0,278,94,43
21,65,77,1400000.0,CDM,Legia Warszawa,1700000.0,274,186,44
19,65,80,2400000.0,CM,UD Las Palmas,1700000.0,261,176,49
29,65,65,1200000.0,CF,Club Blooming,725000.0,286,82,54
32,65,65,914000.0,CAM,AC Mineros de Guayana,575000.0,256,136,46
27,65,65,863000.0,RM,Inter Miami,750000.0,283,86,50
24,65,72,1200000.0,CDM,Servette FC,1300000.0,259,182,45
24,65,72,1200000.0,CB,Empoli,1300000.0,261,193,42
34,65,65,350000.0,CB,Rochdale,230000.0,267,190,59
26,65,68,975000.0,CB,CD Lugo,825000.0,189,192,60
28,65,66,801000.0,CB,FC Lugano,675000.0,189,199,42
24,65,71,1400000.0,ST,SV Darmstadt 98,1100000.0,307,75,55
21,65,75,1300000.0,RM,FC Nordsjælland,1600000.0,250,92,54
21,65,77,2000000.0,CAM,Udinese,1800000.0,303,95,47
26,65,66,729000.0,LWB,Western United FC,775000.0,272,163,64
19,65,79,3000000.0,CM,Athletic Club de Bilbao,1700000.0,277,161,50
25,65,68,1500000.0,LM,Al Ain FC,950000.0,283,88,53
23,65,71,1300000.0,RB,Peterborough United,1100000.0,266,188,47
27,65,66,1100000.0,ST,Querétaro,825000.0,289,55,47
23,65,71,1200000.0,RM,SpVgg Unterhaching,1100000.0,267,98,54
23,65,73,1100000.0,CDM,Stabæk Fotball,1600000.0,288,185,45
22,65,74,1500000.0,RB,Aberdeen,1500000.0,216,178,45
20,65,81,2100000.0,RWB,Molde FK,1800000.0,252,171,52
17,65,81,2100000.0,LM,IFK Norrköping,1800000.0,274,103,57
27,65,66,1100000.0,ST,St. Johnstone FC,825000.0,308,69,47
28,65,66,853000.0,CB,Shamrock Rovers,675000.0,210,198,52
26,65,68,962000.0,CAM,FC Botoşani,925000.0,294,165,54
21,65,75,1700000.0,CB,Reading,1500000.0,192,195,51
19,65,83,3000000.0,RM,Everton,1800000.0,274,85,40
32,65,65,471000.0,LB,WSG Tirol,500000.0,259,183,41
34,65,65,290000.0,CB,KFC Uerdingen 05,230000.0,232,192,61
29,65,65,765000.0,RB,Santos Laguna,625000.0,271,172,57
26,65,66,1200000.0,CDM,Wycombe Wanderers,825000.0,272,195,57
19,65,79,3300000.0,ST,Vitória Guimarães,1700000.0,303,100,42
31,65,65,594000.0,CAM,Falkenbergs FF,600000.0,303,84,15
29,65,65,1200000.0,ST,Nacional Asunción,725000.0,297,53,42
29,65,65,698000.0,LB,Jiangsu Suning FC,625000.0,272,183,58
23,65,71,979000.0,CB,Vejle Boldklub,1000000.0,268,189,60
18,65,77,0.0,LM,Dijon FCO,1600000.0,261,180,47
32,65,65,553000.0,LB,Al Shabab,500000.0,257,190,41
30,65,65,653000.0,CB,MSV Duisburg,600000.0,252,200,56
28,65,66,958000.0,CB,Plymouth Argyle,675000.0,220,194,62
28,65,66,827000.0,CB,Vitesse,675000.0,207,205,51
21,65,75,1500000.0,RM,Vitesse,1600000.0,274,94,57
26,65,68,915000.0,RB,RKC Waalwijk,850000.0,238,185,57
20,65,76,1900000.0,RB,Atlético Madrid,1500000.0,254,185,44
28,65,65,831000.0,RB,USL Dunkerque,650000.0,227,192,55
22,65,74,0.0,LM,Patronato,1600000.0,272,82,50
28,65,65,688000.0,ST,Vegalta Sendai,725000.0,311,81,56
21,65,71,1300000.0,RB,Paris FC,1100000.0,266,190,48
28,65,65,594000.0,RB,IK Sirius,650000.0,229,182,49
20,65,74,1800000.0,CAM,Hatayspor,1600000.0,274,91,60
31,65,65,700000.0,GK,FC Metz,375000.0,88,39,322
28,65,65,788000.0,CM,New England Revolution,725000.0,295,170,64
27,65,67,762000.0,CB,Aalborg BK,750000.0,228,193,48
26,65,68,0.0,LB,No Club,0.0,227,182,47
25,65,68,1100000.0,ST,FC Emmen,950000.0,270,57,53
21,65,74,1400000.0,CAM,Beerschot AC,1600000.0,257,121,54
23,65,73,1100000.0,GK,Real Oviedo,1400000.0,62,34,317
22,65,73,1500000.0,CB,DSC Arminia Bielefeld,1500000.0,244,196,49
25,65,70,1100000.0,GK,Boavista FC,825000.0,61,32,326
21,65,76,1400000.0,CDM,Deportivo Cali,1500000.0,233,190,52
25,65,68,1000000.0,RW,MSV Duisburg,950000.0,286,51,46
20,65,76,0.0,RB,FC Schalke 04,1500000.0,270,182,50
22,65,72,1100000.0,LB,SC Verl,1400000.0,254,174,58
21,65,78,2000000.0,CB,FC St. Gallen,1700000.0,188,197,57
23,65,70,1400000.0,CDM,Estudiantes de Mérida,1000000.0,218,193,58
38,65,65,108000.0,GK,Jorge Wilstermann,80000.0,85,49,317
27,65,66,1200000.0,CDM,Luton Town,825000.0,290,194,53
20,65,79,3000000.0,CAM,Blackburn Rovers,1700000.0,272,175,54
28,65,65,784000.0,LB,Al Wehda,650000.0,256,178,53
28,65,65,963000.0,ST,USL Dunkerque,725000.0,310,76,53
24,65,72,1800000.0,CM,Club Guaraní,1400000.0,299,174,56
29,65,65,788000.0,RB,Gillingham,625000.0,271,178,61
27,65,65,1200000.0,CM,Emelec,750000.0,260,181,71
29,65,65,840000.0,ST,UD Las Palmas,700000.0,314,188,47
24,65,72,1200000.0,RB,Al Wehda,1400000.0,255,177,51
24,65,71,1200000.0,RWB,Unión La Calera,1100000.0,266,182,54
34,65,65,310000.0,CB,FC Cartagena,230000.0,233,190,55
22,65,73,1200000.0,LB,LA Galaxy,1500000.0,276,183,50
23,65,73,1100000.0,CB,SønderjyskE,1500000.0,227,192,57
23,65,74,1200000.0,CB,Houston Dynamo,1500000.0,185,203,41
22,65,76,1300000.0,RM,Wellington Phoenix,1600000.0,249,90,43
25,65,68,1200000.0,RM,Gillingham,950000.0,270,80,63
27,65,66,801000.0,LB,Sparta Rotterdam,750000.0,219,189,41
23,65,73,1200000.0,LM,Lechia Gdańsk,1600000.0,268,173,40
25,65,68,1000000.0,CAM,Viktoria Köln,950000.0,264,72,33
26,65,68,1500000.0,ST,Oriente Petrolero,950000.0,300,110,58
22,65,71,1600000.0,CB,Club Bolívar,1000000.0,196,195,65
21,65,75,1900000.0,CB,Sparta Praha,1500000.0,212,194,56
24,65,69,928000.0,CAM,Gamba Osaka,1000000.0,284,92,50
34,65,65,371000.0,RW,Politehnica Iaşi,325000.0,292,150,56
24,65,73,1400000.0,GK,Granada CF,1400000.0,64,41,315
22,65,75,1600000.0,CB,Barnsley,1500000.0,196,184,55
24,65,71,1700000.0,CAM,Clube Sport Marítimo,1100000.0,265,78,52
22,65,76,1200000.0,CB,IF Elfsborg,1500000.0,225,192,48
32,65,65,439000.0,RB,Gaz Metan Mediaş,500000.0,264,195,55
31,65,65,860000.0,LB,Jorge Wilstermann,525000.0,241,199,38
30,65,66,648000.0,GK,SG Dynamo Dresden,525000.0,69,45,319
30,65,65,653000.0,CDM,KSV Cercle Brugge,600000.0,255,187,64
21,65,73,1600000.0,RB,AS Saint-Étienne,1500000.0,247,187,47
23,65,71,0.0,LM,SD Ponferradina,1100000.0,292,80,63
29,65,65,709000.0,LM,FC Hermannstadt,700000.0,297,83,47
25,65,70,1500000.0,CB,Nacional de Montevideo,950000.0,231,196,44
37,65,65,73000.0,GK,ADO Den Haag,80000.0,89,32,323
22,65,74,1900000.0,CAM,Os Belenenses,1600000.0,287,135,58
36,65,65,113000.0,GK,Busan IPark,80000.0,77,40,322
18,65,83,2100000.0,LW,FC Nordsjælland,1800000.0,248,77,52
21,65,74,1700000.0,ST,Barnsley,1600000.0,287,47,51
26,65,65,719000.0,RM,Sangju Sangmu FC,775000.0,258,135,52
22,65,74,1800000.0,CB,AEK Athens,1500000.0,208,206,46
29,65,65,1000000.0,CB,Olimpia Asunción,600000.0,268,195,37
32,65,65,406000.0,RB,SK Brann,500000.0,270,184,54
20,65,76,1800000.0,RW,FC Juárez,1600000.0,289,60,51
22,65,72,1400000.0,ST,SSV Jahn Regensburg,1500000.0,283,98,48
23,65,73,1200000.0,CB,Atlanta United,1500000.0,266,188,52
22,65,70,1200000.0,CB,FC Juárez,1000000.0,262,195,53
22,65,74,1300000.0,CB,Karlsruher SC,1500000.0,195,199,47
24,65,73,1400000.0,GK,Santa Clara,1400000.0,85,44,317
25,65,69,953000.0,CB,1. FC Magdeburg,900000.0,206,194,45
19,65,82,0.0,CAM,SC Heerenveen,1800000.0,269,90,57
25,65,69,1200000.0,CM,Al Ittihad,1000000.0,275,185,50
37,65,65,63000.0,GK,Sanfrecce Hiroshima,80000.0,53,37,318
23,65,71,1800000.0,ST,Orlando Pirates,1100000.0,302,62,51
31,65,65,500000.0,CB,Shimizu S-Pulse,500000.0,184,192,61
28,65,65,903000.0,CB,Fortaleza,625000.0,245,193,73
27,65,66,1200000.0,RM,HJK Helsinki,750000.0,269,173,58
21,65,74,1400000.0,CAM,Royal Excel Mouscron,1600000.0,272,84,43
21,65,76,0.0,RM,Karlsruher SC,1600000.0,300,153,55
31,65,65,831000.0,ST,Valenciennes FC,600000.0,298,84,52
27,65,67,1000000.0,CB,La Berrichonne de Châteauroux,750000.0,296,191,58
28,65,65,798000.0,RM,KFC Uerdingen 05,725000.0,310,112,53
22,65,71,1500000.0,LB,Orlando Pirates,1100000.0,219,195,60
21,65,75,2000000.0,CAM,Athletic Club de Bilbao,1600000.0,295,149,52
25,65,67,1200000.0,CB,Angers SCO,800000.0,184,189,46
25,65,70,891000.0,LB,Jagiellonia Białystok,975000.0,224,184,61
28,65,65,689000.0,RB,FC Ingolstadt 04,650000.0,231,181,64
28,65,66,1200000.0,CB,Emelec,675000.0,219,200,46
20,65,78,2000000.0,CDM,CFR Cluj,1700000.0,244,189,47
26,65,70,991000.0,CDM,TSV 1860 München,950000.0,263,179,55
27,65,66,729000.0,CDM,Sydney FC,725000.0,273,184,52
26,65,68,713000.0,GK,Gaz Metan Mediaş,725000.0,88,40,316
27,65,65,1100000.0,ST,Fatih Karagümrük S.K.,750000.0,293,155,52
26,65,66,1000000.0,RM,Chievo Verona,850000.0,283,115,47
19,65,80,2300000.0,CB,SG Dynamo Dresden,1600000.0,208,201,54
22,65,72,1400000.0,LM,Querétaro,1500000.0,282,86,50
24,65,70,1400000.0,CB,Farense,975000.0,219,204,47
24,65,70,1100000.0,CAM,Royal Excel Mouscron,1100000.0,294,52,53
26,65,65,719000.0,LW,Pohang Steelers,775000.0,284,195,64
22,65,74,1500000.0,CAM,Peterborough United,1500000.0,259,179,50
28,65,65,784000.0,CB,Al Taawoun,625000.0,204,189,55
21,65,74,1700000.0,LB,Vitória Guimarães,1500000.0,241,190,44
31,65,65,500000.0,LW,FK Haugesund,525000.0,304,182,49
27,65,65,719000.0,LM,Vegalta Sendai,750000.0,300,175,57
27,65,65,1000000.0,RM,Northampton Town,750000.0,280,101,60
23,65,71,1600000.0,CB,CD Nacional,1000000.0,210,189,55
22,65,73,1200000.0,CB,Vancouver Whitecaps FC,1500000.0,209,194,49
27,65,65,719000.0,ST,Nagoya Grampus,775000.0,317,71,44
35,65,65,344000.0,CB,Club Bolívar,190000.0,236,193,50
22,65,73,1400000.0,GK,Stade Brestois 29,1400000.0,66,29,323
23,65,73,0.0,CB,No Club,0.0,190,200,48
28,65,65,798000.0,RW,VVV-Venlo,725000.0,301,117,55
29,65,65,1200000.0,ST,Independiente del Valle,725000.0,280,80,43
27,65,65,1000000.0,RM,Bolton Wanderers,750000.0,266,93,48
25,65,68,1300000.0,CAM,Nottingham Forest,950000.0,309,100,53
27,65,66,1200000.0,LB,Sol de América,750000.0,231,199,45
31,65,65,831000.0,ST,Burton Albion,600000.0,303,176,52
30,65,65,563000.0,CB,Gamba Osaka,575000.0,222,196,59
24,65,70,1500000.0,ST,Yeni Malatyaspor,1100000.0,319,84,46
28,65,68,1100000.0,GK,Club Guaraní,650000.0,100,51,322
30,65,65,775000.0,LW,UD Logroñés,700000.0,288,80,58
29,65,65,0.0,CDM,Luton Town,600000.0,254,180,57
19,65,83,3000000.0,ST,Norwich City,1900000.0,276,46,50
36,65,65,238000.0,CAM,Brisbane Roar,240000.0,311,117,43
33,65,65,338000.0,CB,FC Botoşani,350000.0,209,194,41
29,65,65,919000.0,RM,Port Vale,700000.0,288,109,64
32,65,65,438000.0,CDM,Sagan Tosu,475000.0,277,193,60
21,65,76,1600000.0,CB,Fortuna Düsseldorf,1500000.0,208,198,59
32,65,65,914000.0,LW,HJK Helsinki,575000.0,280,167,62
21,65,74,1400000.0,RM,KSV Cercle Brugge,1600000.0,266,103,47
24,65,69,1400000.0,LWB,Nacional de Montevideo,950000.0,277,172,43
25,65,70,1300000.0,ST,Motherwell,1100000.0,282,60,50
27,65,66,1000000.0,CB,Livingston FC,725000.0,214,196,53
29,65,65,563000.0,LB,Helsingborgs IF,625000.0,261,172,45
26,65,65,719000.0,LM,Randers FC,775000.0,274,65,54
30,65,65,1100000.0,ST,Always Ready,700000.0,274,54,41
27,65,65,935000.0,CM,Atlético de San Luis,750000.0,295,186,38
20,65,65,1100000.0,RW,Vasco da Gama,800000.0,292,52,53
21,65,73,1400000.0,CB,Accrington Stanley,1500000.0,224,192,57
32,65,65,569000.0,GK,FC Chambly Oise,350000.0,64,30,325
29,65,65,788000.0,RB,Grenoble Foot 38,625000.0,266,185,48
23,65,71,1600000.0,LB,Kaizer Chiefs,1100000.0,213,201,49
23,65,73,969000.0,GK,Wisła Kraków,1400000.0,61,30,316
30,65,65,968000.0,CDM,Barcelona Sporting Club,600000.0,237,183,50
24,65,72,1100000.0,CB,Lech Poznań,1300000.0,224,188,41
25,65,70,958000.0,GK,USL Dunkerque,825000.0,80,38,319
33,65,65,313000.0,CB,Sarpsborg 08 FF,350000.0,203,186,45
27,65,67,1000000.0,CB,Cheltenham Town,750000.0,202,188,88
20,65,74,1400000.0,CM,SKN St. Pölten,1600000.0,287,178,52
26,65,67,762000.0,LB,Yokohama FC,800000.0,274,191,53
22,65,74,1800000.0,LM,Club Guaraní,1500000.0,288,181,56
26,65,67,1200000.0,RM,Burton Albion,875000.0,300,180,56
26,65,69,763000.0,GK,Wolfsberger AC,775000.0,92,48,326
30,65,65,531000.0,RWB,Aalborg BK,625000.0,247,179,53
23,65,69,953000.0,RB,1. FC Saarbrücken,950000.0,258,185,38
31,65,65,680000.0,CB,FC Juárez,500000.0,183,192,48
30,65,65,720000.0,CB,Hannover 96,575000.0,207,192,61
26,65,65,725000.0,RB,Waasland-Beveren,700000.0,268,179,52
28,65,65,919000.0,CDM,Mansfield Town,725000.0,291,189,50
27,65,69,763000.0,GK,FC Lausanne-Sport,750000.0,94,58,326
28,65,67,938000.0,GK,Reading,600000.0,83,48,322
28,65,65,963000.0,ST,Sunderland,725000.0,289,83,59
24,65,65,998000.0,CB,Santos,725000.0,247,203,81
34,65,65,312000.0,GK,Vissel Kobe,120000.0,66,44,316
23,65,72,1100000.0,ST,Varbergs BoIS,1400000.0,273,63,41
31,65,65,525000.0,GK,FC Dallas,375000.0,92,43,332
23,65,72,1500000.0,CAM,Hull City,1400000.0,290,180,60
25,65,69,1100000.0,ST,VVV-Venlo,1000000.0,286,74,55
25,65,68,0.0,RM,Lyngby BK,875000.0,294,176,58
27,65,66,801000.0,LB,Central Córdoba,750000.0,244,185,53
20,65,76,1600000.0,LWB,Borussia Mönchengladbach,1500000.0,257,185,45
24,65,70,861000.0,CDM,Vejle Boldklub,1000000.0,255,188,61
30,65,65,0.0,RB,No Club,0.0,228,190,55
24,65,70,976000.0,GK,Monterrey,875000.0,72,44,322
35,65,65,255000.0,GK,FC Schalke 04,80000.0,81,44,318
27,65,66,801000.0,LB,SV Waldhof Mannheim,750000.0,257,183,63
36,65,65,210000.0,CB,Southend United,140000.0,262,192,53
23,65,74,1300000.0,RM,Portland Timbers,1500000.0,287,177,42
27,65,65,719000.0,RM,Östersunds FK,750000.0,267,105,55
21,65,79,2600000.0,CAM,Empoli,1800000.0,285,178,46
29,65,65,563000.0,RWB,Brisbane Roar,625000.0,236,180,53
29,65,65,653000.0,RB,1. FC Magdeburg,625000.0,238,176,42
20,65,73,1700000.0,CB,CD Nacional,1500000.0,248,195,63
32,65,65,860000.0,CDM,Alianza Lima,550000.0,267,183,52
27,65,66,1000000.0,ST,Karlsruher SC,825000.0,288,62,47
36,65,65,175000.0,LB,Milton Keynes Dons,160000.0,229,193,63
33,65,65,388000.0,CB,Shanghai Greenland Shenhua FC,350000.0,261,189,42
17,65,85,2800000.0,CAM,Independiente,1900000.0,265,148,44
32,65,65,613000.0,CB,FC Sochaux-Montbéliard,475000.0,186,195,52
25,65,70,1500000.0,ST,Nîmes Olympique,1100000.0,308,82,52
25,65,69,1000000.0,LB,Shandong Luneng TaiShan FC,925000.0,280,179,48
29,65,65,709000.0,CAM,Lechia Gdańsk,700000.0,311,175,40
21,65,74,1400000.0,RB,Pachuca,1500000.0,253,189,50
22,65,72,1600000.0,CB,Club Blooming,1300000.0,230,194,41
