ID,Name,Nationality,Age,OVA,POT,Club,Contract,Height,Weight,Preferred Foot,Best Position,Joined,Value,Wage,Release Clause,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defending,Marking,Standing Tackle,Sliding Tackle,Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Base Stats,W/F,SM,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,Hits,t
251212,J. Bay,Argentina,27,65,66,"



Central Córdoba",2018 ~ 2021,179,79,Left,LB,2018-07-01,750000.0,3000.0,801000.0,244,67,38,49,57,33,238,65,37,34,44,58,342,73,71,67,63,68,286,62,52,70,61,41,278,72,58,56,45,47,63,185,60,64,61,53,11,5,12,14,11,1626,358,3,3,Medium,Medium,1,72,45,53,63,60,65,2.0,2018 ~ 2021
236875,A. Poulsen,Denmark,20,65,76,"



Borussia Mönchengladbach",2018 ~ 2023,188,80,Left,LWB,2018-07-01,1500000.0,6000.0,1600000.0,257,65,43,54,62,33,270,64,54,30,55,67,319,70,67,66,61,55,291,48,55,69,76,43,271,63,62,61,50,35,64,185,62,64,59,45,11,9,8,6,11,1638,367,3,3,High,Medium,1,68,44,57,65,62,71,17.0,2018 ~ 2023
243787,Y. Ramadani,Albania,24,65,70,"



Vejle Boldklub",2017 ~ 2021,183,70,Right,CDM,2017-07-01,1000000.0,2000.0,861000.0,255,55,38,58,65,39,263,58,40,40,62,63,318,62,65,65,57,69,333,65,64,81,69,54,283,64,65,58,59,37,64,188,65,64,59,61,8,15,12,15,11,1701,366,3,2,Medium,High,1,64,48,59,61,63,71,3.0,2017 ~ 2021
247883,S. Torres,Bolivia,30,65,65,No Club,Free,180,68,Right,RB,2019-07-05,0.0,0.0,0.0,228,68,28,45,59,28,220,56,30,31,63,40,322,70,71,54,51,76,268,25,64,87,64,28,234,60,61,46,32,35,57,190,55,68,67,55,13,9,15,10,8,1517,334,3,2,High,Medium,1,71,29,53,52,60,69,7.0,Free
231244,E. Reséndez,Mexico,24,65,70,"



Monterrey",2017 ~ 2023,185,72,Right,GK,2017-06-24,875000.0,6000.0,976000.0,72,13,9,10,35,5,83,9,14,12,24,24,204,31,33,31,60,49,201,48,56,29,63,5,111,25,12,6,56,12,46,44,17,14,13,322,64,63,64,64,67,1037,354,3,1,Medium,Medium,1,64,63,64,67,32,64,3.0,2017 ~ 2023
107084,M. Langer,Austria,35,65,65,"



FC Schalke 04",2017 ~ 2021,195,93,Right,GK,2017-08-04,80000.0,3000.0,255000.0,81,13,14,14,29,11,81,11,12,12,25,21,181,31,32,22,62,34,219,45,50,32,79,13,122,35,15,15,44,13,41,44,19,12,13,318,64,62,60,67,65,1046,350,2,1,Medium,Medium,1,64,62,60,65,32,67,10.0,2017 ~ 2021
238668,M. Hofrath,Germany,27,65,66,"



SV Waldhof Mannheim",2018 ~ 2021,180,75,Left,LB,2018-08-19,750000.0,1000.0,801000.0,257,69,39,45,62,42,315,60,72,61,64,58,335,68,72,70,58,67,330,67,66,72,73,52,248,53,59,47,45,44,61,183,57,65,61,63,14,14,10,14,11,1731,367,2,2,High,Medium,1,70,48,61,61,59,68,2.0,2018 ~ 2021
163143,A. McCormack,Republic of Ireland,36,65,65,"



Southend United",2020 ~ 2021,180,64,Right,CB,2020-09-17,140000.0,2000.0,210000.0,262,51,35,61,65,50,285,50,60,49,63,63,238,34,31,42,60,71,322,62,75,52,73,60,312,89,62,49,62,50,70,192,64,65,63,53,6,8,14,15,10,1664,330,3,2,Medium,High,1,32,48,60,55,64,71,2.0,2020 ~ 2021
242503,E. Williamson,United States,23,65,74,"



Portland Timbers",2018 ~ 2023,175,70,Right,RM,2018-01-23,1500000.0,2000.0,1300000.0,287,60,60,47,70,50,315,68,63,48,68,68,358,70,70,74,64,80,304,65,57,72,65,45,302,60,60,67,67,48,70,177,60,60,57,42,5,8,10,9,10,1785,385,3,3,High,High,1,70,57,66,69,58,65,11.0,2018 ~ 2023
204644,S. Kroon,Sweden,27,65,65,"



Östersunds FK",2018 ~ 2021,183,73,Right,RM,2018-07-27,750000.0,1000.0,719000.0,267,56,59,41,62,49,296,64,61,57,52,62,385,81,90,82,63,69,299,64,63,61,58,53,273,45,44,63,63,58,60,105,57,33,15,55,9,14,6,11,15,1680,365,3,3,High,Low,1,86,58,59,65,41,56,3.0,2018 ~ 2021
237640,N. Bajrami,Switzerland,21,65,79,"



Empoli",2020 ~ 2023,179,68,Right,CAM,2020-09-01,1800000.0,950.0,2600000.0,285,58,56,48,72,51,307,66,60,47,68,66,350,73,73,71,64,69,316,72,63,69,61,51,298,66,56,64,65,47,66,178,58,59,61,46,14,6,10,7,9,1780,384,4,3,Medium,Medium,1,73,58,65,67,57,64,10.0,2020 ~ 2023
193875,J. Hingert,Australia,29,65,65,"



Brisbane Roar",2011 ~ 2021,170,68,Right,RWB,2011-07-01,625000.0,2000.0,563000.0,236,60,23,48,62,43,256,61,49,27,57,62,351,76,72,74,58,71,325,50,86,76,66,47,275,59,60,60,56,40,61,180,59,61,60,53,6,8,15,15,9,1676,358,4,2,High,High,1,74,37,57,63,59,68,1.0,2011 ~ 2021
238925,D. Ernst,Germany,29,65,65,"



1. FC Magdeburg",2019 ~ 2021,178,72,Right,RB,2019-07-01,625000.0,2000.0,653000.0,238,62,36,53,56,31,243,47,49,48,42,57,347,72,74,73,55,73,321,52,74,88,64,43,283,86,60,45,40,52,52,176,55,59,62,42,6,7,11,10,8,1650,353,3,2,High,Medium,1,73,42,51,54,58,75,2.0,2019 ~ 2021
259155,V. Danilović,Bosnia Herzegovina,20,65,73,"



CD Nacional",2020 ~ 2024,183,77,Right,CB,2020-10-02,1500000.0,2000.0,1700000.0,248,44,39,60,65,40,252,52,39,45,57,59,300,56,62,58,65,59,302,65,60,73,64,40,271,68,68,39,42,54,56,195,66,66,63,63,12,10,14,14,13,1631,346,3,2,Medium,Medium,1,59,45,53,56,66,67,6.0,2020 ~ 2024
196434,J. Ballón,Peru,32,65,65,"



Alianza Lima",2020 ~ 2021,179,76,Right,CDM,2020-01-01,550000.0,500.0,860000.0,267,60,58,57,65,27,312,62,61,55,64,70,336,64,74,73,58,67,354,72,66,77,73,66,321,75,70,54,70,52,60,183,62,60,61,52,7,12,7,12,14,1825,396,3,3,High,Medium,1,70,60,64,66,62,74,3.0,2020 ~ 2021
201038,M. Djuricin,Austria,27,65,66,"



Karlsruher SC",2019 ~ 2021,183,78,Right,ST,2019-07-01,825000.0,4000.0,1000000.0,288,43,62,60,59,64,304,65,63,57,54,65,371,83,70,80,63,75,347,68,78,68,69,64,268,46,31,65,60,66,64,62,24,16,22,47,9,11,8,13,6,1687,353,2,3,High,Medium,1,76,64,55,67,26,65,3.0,2019 ~ 2021
138830,D. Lewington,England,36,65,65,"



Milton Keynes Dons",2002 ~ 2021,183,86,Left,LB,2002-08-01,160000.0,2000.0,175000.0,229,66,22,58,65,18,300,54,59,64,62,61,273,48,41,67,62,55,322,51,66,80,78,47,267,68,63,58,56,22,71,193,63,67,63,63,7,12,16,14,14,1647,339,3,2,Medium,Medium,1,44,34,63,58,64,76,5.0,2002 ~ 2021
182094,Qin Sheng,China PR,33,65,65,"



Shanghai Greenland Shenhua FC",2020 ~ 2020,183,76,Right,CB,2020-01-24,350000.0,4000.0,388000.0,261,56,44,60,62,39,299,52,56,62,67,62,291,51,53,58,59,70,334,69,64,76,70,55,309,90,62,47,57,53,55,189,57,67,65,42,8,6,6,12,10,1725,358,4,2,Low,Medium,1,52,52,60,57,62,75,1.0,2020 ~ 2020
252238,A. Velasco,Argentina,17,65,85,"



Independiente",2018 ~ 2022,167,63,Right,CAM,2018-07-01,1900000.0,600.0,2800000.0,265,49,48,54,69,45,290,69,51,42,63,65,359,77,71,71,63,77,279,64,56,69,41,49,293,67,51,65,63,47,69,148,45,46,57,44,8,7,12,10,7,1678,358,3,3,High,Medium,1,74,52,61,68,49,54,353.0,2018 ~ 2022
219471,C. Diedhiou,Senegal,32,65,65,"



FC Sochaux-Montbéliard",2019 ~ 2022,191,76,Right,CB,2019-07-08,475000.0,2000.0,613000.0,186,25,24,66,47,24,166,35,28,32,32,39,270,61,64,43,53,49,268,34,75,60,77,22,235,75,66,23,32,39,60,195,68,65,62,52,16,11,6,6,13,1372,302,3,2,Medium,Medium,1,63,26,36,39,66,72,3.0,2019 ~ 2022
226127,C. Depres,France,25,65,70,"



Nîmes Olympique",2017 ~ 2022,188,80,Right,ST,2017-07-03,1100000.0,6000.0,1500000.0,308,42,69,71,65,61,268,63,45,51,43,66,243,50,43,37,62,51,320,71,68,45,74,62,231,38,14,66,45,68,61,82,34,26,22,52,7,12,10,12,11,1504,314,3,3,Medium,Medium,1,46,67,51,61,30,59,4.0,2017 ~ 2022
240207,Liu Yang,China PR,25,65,69,"



Shandong Luneng TaiShan FC",2016 ~ 2023,184,74,Left,LB,2016-07-01,925000.0,4000.0,1000000.0,280,57,53,66,62,42,268,65,44,42,53,64,333,72,76,68,56,61,320,63,76,73,60,48,276,57,65,58,56,40,60,179,58,63,58,48,8,7,14,7,12,1704,373,3,2,Medium,Medium,1,74,53,57,64,62,63,2.0,2016 ~ 2023
210000,M. Gajos,Poland,29,65,65,"



Lechia Gdańsk",2019 ~ 2022,174,65,Right,CAM,2019-07-01,700000.0,3000.0,709000.0,311,64,64,60,66,57,324,64,64,66,64,66,356,76,71,70,61,78,370,70,85,79,70,66,307,54,67,66,64,56,66,175,57,61,57,40,7,6,13,7,7,1883,400,3,3,Medium,Medium,1,73,65,65,66,61,70,1.0,2019 ~ 2022
253008,K. Álvarez,Mexico,21,65,74,"



Pachuca",2018 ~ 2022,175,63,Right,RB,2018-01-01,1500000.0,3000.0,1400000.0,253,59,43,51,67,33,263,62,45,41,51,64,326,66,65,64,57,74,270,52,54,69,56,39,270,63,60,46,41,60,58,189,57,63,69,50,15,11,7,11,6,1621,349,3,2,High,Medium,1,65,45,55,63,60,61,15.0,2018 ~ 2022
254032,J. Carrasco,Bolivia,22,65,72,"



Club Blooming",2015 ~ 2024,186,78,Right,CB,2015-07-01,1300000.0,500.0,1600000.0,230,45,30,65,55,35,241,49,39,37,49,67,305,59,73,68,58,47,294,42,65,73,75,39,248,70,59,42,38,39,48,194,65,67,62,41,12,11,6,6,6,1553,344,2,2,High,Low,1,67,36,47,57,64,73,7.0,2015 ~ 2024
205393,J. Baldwin,England,27,65,67,"



Bristol Rovers",2020 ~ 2022,185,70,Right,CB,2020-07-20,750000.0,3000.0,1000000.0,241,47,42,61,64,27,228,52,39,21,62,54,321,64,65,64,63,65,302,46,75,72,76,33,244,61,62,40,49,32,70,198,66,67,65,54,11,12,6,11,14,1588,351,3,2,Medium,High,1,65,40,54,55,65,72,4.0,2020 ~ 2022
224854,L. Passerini,Argentina,25,65,68,"



Club Necaxa","Jun 30, 2021 On Loan",189,81,Right,ST,2020-07-06,950000.0,14000.0,0.0,288,32,69,74,54,59,239,59,43,29,46,62,216,53,39,29,62,33,310,70,33,61,90,56,254,56,19,68,52,59,55,72,20,27,25,56,11,6,12,13,14,1435,314,3,2,Medium,Low,1,45,66,46,56,28,73,4.0,"Jun 30, 2021 On Loan"
208214,T. Defourny,Belgium,28,65,67,"



KAS Eupen",2020 ~ 2022,194,85,Right,GK,2020-07-07,600000.0,3000.0,748000.0,98,20,14,18,27,19,84,16,14,12,24,18,205,33,38,32,62,40,202,49,48,18,73,14,124,36,10,16,36,26,34,51,18,15,18,322,63,64,65,66,64,1086,358,2,1,Medium,Medium,1,63,64,65,64,36,66,1.0,2020 ~ 2022
255317,M. Vera,Argentina,21,65,73,"



Club Atlético Lanús",2020 ~ 2023,174,64,Right,RWB,2020-01-23,1500000.0,3000.0,1200000.0,249,57,37,52,62,41,259,67,47,33,47,65,356,75,78,73,57,73,305,55,72,79,61,38,277,65,61,55,49,47,61,173,53,59,61,36,5,9,10,7,5,1655,364,3,2,Medium,Medium,1,77,42,54,67,57,67,5.0,2020 ~ 2023
240212,D. Petković,Montenegro,27,65,68,"



Angers SCO",2019 ~ 2022,197,90,Right,GK,2019-07-16,700000.0,5000.0,986000.0,63,13,5,10,29,6,68,8,10,11,26,13,191,39,44,34,53,21,180,47,34,20,73,6,77,21,6,6,25,19,54,31,9,12,10,325,66,63,63,66,67,935,367,3,1,Medium,Medium,1,66,63,63,67,42,66,2.0,2019 ~ 2022
201815,J. Riedel,Germany,28,65,65,"



FC Hansa Rostock",2017 ~ 2021,182,76,Right,CB,2017-07-01,625000.0,2000.0,689000.0,235,38,35,59,63,40,269,60,57,32,61,59,347,68,76,72,64,67,290,45,81,73,70,21,257,56,65,47,45,44,61,196,65,65,66,43,7,7,12,8,9,1637,355,5,2,Low,High,1,72,36,52,61,65,69,1.0,2017 ~ 2021
236877,Bruno Leite,Cape Verde,25,65,70,"



FK Haugesund",2017 ~ 2021,184,75,Right,CM,2017-01-08,1000000.0,1000.0,928000.0,257,54,46,42,67,48,302,67,62,43,64,66,335,73,70,62,65,65,307,58,48,79,67,55,287,57,66,57,63,44,59,186,60,64,62,62,10,14,15,13,10,1736,378,3,3,Medium,Medium,1,71,51,62,66,61,67,2.0,2017 ~ 2021
239181,M. Seegert,Germany,26,65,69,"



SV Waldhof Mannheim",2019 ~ 2022,186,76,Right,CB,2019-01-03,875000.0,1000.0,953000.0,218,36,30,67,58,27,272,52,50,58,56,56,311,62,68,60,58,63,309,50,86,66,79,28,231,57,63,31,42,38,60,194,64,64,66,47,14,8,12,5,8,1582,340,4,2,Medium,Medium,1,65,34,50,55,64,72,2.0,2019 ~ 2022
203092,B. Ibini,Australia,27,65,65,"



Newcastle Jets",2020 ~ 2021,187,88,Right,RW,2020-02-24,750000.0,1000.0,719000.0,296,63,59,50,65,59,286,70,63,42,48,63,360,86,83,79,62,50,279,70,33,32,80,64,262,48,37,61,58,58,59,121,34,42,45,63,11,14,9,13,16,1667,371,4,3,High,Medium,1,84,62,59,67,40,59,1.0,2020 ~ 2021
210772,P. Drewes,Germany,27,65,69,"



VfL Bochum 1848",2019 ~ 2021,193,87,Right,GK,2019-07-01,750000.0,4000.0,838000.0,82,15,14,15,23,15,88,12,18,14,26,18,185,30,29,29,63,34,206,45,33,41,75,12,118,35,21,13,23,26,32,47,16,15,16,317,68,63,60,64,62,1043,346,2,1,Medium,Medium,1,68,63,60,62,29,64,2.0,2019 ~ 2021
223572,A. Batisse,France,25,65,72,"



Pau FC",2018 ~ 2021,186,87,Right,CB,2018-07-01,1300000.0,1000.0,1300000.0,262,61,40,67,68,26,258,58,32,36,67,65,279,52,55,54,60,58,325,59,70,72,80,44,271,62,64,32,61,52,61,188,58,67,63,68,16,15,15,7,15,1651,357,3,2,Medium,High,1,54,44,62,60,63,74,3.0,2018 ~ 2021
253012,L. Morales,Argentina,20,65,78,"



Club Atlético Lanús",2019 ~ 2021,187,76,Right,GK,2019-06-10,1500000.0,2000.0,1800000.0,115,25,17,21,33,19,128,19,33,23,29,24,253,49,53,47,53,51,228,52,63,39,59,15,139,37,18,14,45,25,44,67,19,25,23,330,66,65,69,62,68,1260,381,3,1,Medium,Medium,1,66,65,69,68,51,62,4.0,2019 ~ 2021
189013,M. Buchalik,Poland,31,65,65,"



Wisła Kraków",2014 ~ 2022,190,83,Right,GK,2014-07-01,375000.0,1000.0,473000.0,92,21,12,13,35,11,91,14,12,12,32,21,210,28,37,36,58,51,203,47,52,26,66,12,126,23,23,15,42,23,56,60,14,24,22,323,65,63,62,67,66,1105,356,3,1,Medium,Medium,1,65,63,62,66,33,67,1.0,2014 ~ 2022
254036,H. Ruíz Díaz,Uruguay,27,65,65,"



Club Plaza Colonia",2019 ~ 2024,177,70,Right,RB,2019-02-15,700000.0,500.0,1000000.0,254,51,34,66,66,37,265,56,49,41,56,63,303,59,65,62,67,50,300,48,73,67,76,36,262,61,61,45,50,45,58,190,64,64,62,53,12,10,13,11,7,1627,349,2,2,Medium,High,1,62,38,56,59,63,71,3.0,2019 ~ 2024
257620,D. Hugi,Israel,24,65,68,"



SKN St. Pölten",2020 ~ 2022,180,78,Right,ST,2020-07-30,975000.0,3000.0,1000000.0,319,62,66,63,64,64,291,63,56,54,57,61,336,73,74,68,60,61,335,65,71,62,74,63,274,58,15,66,65,70,61,51,18,18,15,35,6,10,7,7,5,1641,354,3,2,Medium,Medium,1,74,65,62,63,22,68,3.0,2020 ~ 2022
19541,G. Morris,England,36,65,65,"



Crawley Town",2016 ~ 2021,183,70,Right,GK,2016-07-01,80000.0,1000.0,158000.0,90,20,15,14,29,12,102,14,13,15,30,30,232,32,34,56,55,55,224,47,67,30,63,17,131,30,17,14,41,29,56,59,13,22,24,322,67,63,62,64,66,1160,355,3,1,Medium,Medium,1,67,63,62,66,33,64,2.0,2016 ~ 2021
162901,C. Doyle,Republic of Ireland,35,65,65,"



Kilmarnock",2018 ~ 2021,196,92,Right,GK,2018-07-19,80000.0,1000.0,263000.0,79,15,14,11,25,14,104,15,13,11,33,32,223,32,32,55,60,44,195,47,50,27,59,12,96,23,15,7,26,25,40,58,30,13,15,323,66,67,63,64,63,1078,355,3,1,Medium,Medium,1,66,67,63,63,32,64,1.0,2018 ~ 2021
239957,S. Jakubiak,Germany,27,65,67,"



1. FC Magdeburg",2020 ~ 2022,175,67,Right,CDM,2020-07-31,775000.0,2000.0,877000.0,278,55,48,57,72,46,301,64,44,59,66,68,332,67,61,74,61,69,318,66,63,64,64,61,276,55,63,52,52,54,58,192,65,64,63,56,13,11,11,8,13,1753,372,3,3,Medium,Medium,1,64,55,62,66,63,62,1.0,2020 ~ 2022
241237,F. Kanouté,Senegal,21,65,74,"



KSV Cercle Brugge",2020 ~ 2024,186,78,Right,CB,2020-08-31,1500000.0,2000.0,1300000.0,256,45,40,65,68,38,309,64,54,62,65,64,316,57,66,61,62,70,367,75,75,70,77,70,262,63,60,39,58,42,66,186,57,66,63,65,13,13,13,14,12,1761,373,3,3,High,Medium,1,62,53,60,64,62,72,4.0,2020 ~ 2024
208983,O. Hein,Germany,30,65,65,"



SSV Jahn Regensburg",2007 ~ 2021,172,68,Right,RB,2007-07-01,625000.0,3000.0,659000.0,288,58,55,50,64,61,322,65,64,63,63,67,362,73,67,78,63,81,336,62,79,73,56,66,276,58,62,59,52,45,63,182,60,61,61,49,10,7,7,9,16,1815,379,4,3,Medium,Medium,1,70,59,60,68,60,62,2.0,2007 ~ 2021
195427,J. Stockley,England,26,65,66,"



Preston North End",2019 ~ 2022,191,79,Right,ST,2019-01-03,850000.0,8000.0,1300000.0,283,31,68,70,53,61,231,58,40,29,40,64,308,60,64,67,66,51,345,66,73,76,81,49,287,74,37,67,45,64,56,71,28,25,18,56,14,6,15,9,12,1581,339,2,2,Medium,Medium,1,62,63,43,61,32,78,4.0,2019 ~ 2022
147825,C. Frăsinescu,Romania,35,65,65,"



Politehnica Iaşi",2015 ~ 2024,189,84,Right,CB,2015-07-07,190000.0,2000.0,216000.0,252,49,43,70,51,39,207,42,26,35,58,46,251,55,42,60,60,34,301,51,72,66,78,34,281,70,67,53,46,45,69,192,66,64,62,55,6,14,15,11,9,1539,325,2,2,High,Medium,1,48,43,49,46,66,73,1.0,2015 ~ 2024
246107,M. Palacios,Argentina,18,65,84,"



San Lorenzo de Almagro",2018 ~ 2021,168,66,Right,CAM,2018-09-21,1800000.0,2000.0,2300000.0,300,68,60,48,70,54,337,70,62,65,71,69,347,74,65,74,59,75,277,54,53,62,43,65,259,42,38,62,69,48,70,138,47,50,41,59,12,13,10,14,10,1717,361,3,4,High,Medium,1,69,59,69,70,46,48,189.0,2018 ~ 2021
223067,N. Yeri,Argentina,28,65,65,"



Club Atlético Aldosivi",2016 ~ 2021,174,81,Right,RWB,2016-08-01,725000.0,4000.0,761000.0,290,65,55,59,68,43,290,65,53,41,64,67,342,71,69,71,62,69,336,61,66,78,72,59,310,69,62,65,63,51,58,195,65,65,65,38,6,8,8,7,9,1801,394,3,3,Medium,Medium,1,70,57,64,66,64,73,2.0,2016 ~ 2021
214368,J. Arrieta,Colombia,29,65,65,"



Deportivo Cali",2020 ~ 2020,182,80,Right,ST,2020-01-01,725000.0,1000.0,743000.0,266,23,69,58,58,58,213,63,32,25,24,69,320,70,67,58,65,60,315,58,55,71,73,58,247,60,20,66,44,57,48,91,40,25,26,51,14,14,11,6,6,1503,336,3,2,Medium,Medium,1,68,63,40,64,32,69,1.0,2020 ~ 2020
216408,L. Spalvis,Lithuania,25,65,67,"



1. FC Kaiserslautern",2018 ~ 2022,189,78,Left,ST,2018-05-07,900000.0,2000.0,1000000.0,299,42,66,66,59,66,284,64,52,59,45,64,305,64,66,60,59,56,308,70,73,29,76,60,271,60,32,65,54,60,63,79,26,28,25,51,9,13,11,9,9,1597,338,4,3,Medium,Medium,1,65,65,52,63,32,61,7.0,2018 ~ 2022
234072,A. Ralston,Scotland,21,65,73,"



Celtic",2015 ~ 2022,178,76,Right,CB,2015-07-01,1500000.0,8000.0,1500000.0,246,61,38,54,65,28,269,63,59,31,51,65,314,69,70,55,51,69,314,59,76,71,73,35,265,74,57,47,49,38,58,196,66,66,64,48,11,14,5,7,11,1652,368,3,2,Medium,Medium,1,70,42,57,63,63,73,7.0,2015 ~ 2022
196953,A. Nsiala,DR Congo,28,65,67,"



Ipswich Town",2018 ~ 2021,193,83,Right,CB,2018-08-08,725000.0,4000.0,1000000.0,246,54,32,63,54,43,206,47,33,31,44,51,304,73,72,61,55,43,327,57,74,76,90,30,262,73,62,37,47,43,57,189,62,64,63,55,10,13,8,14,10,1589,354,3,2,Medium,High,1,72,38,49,50,63,82,5.0,2018 ~ 2021
253527,D. Morales,Peru,28,65,65,"



Sport Huancayo",2012 ~ 2020,175,70,Left,LW,2012-01-01,725000.0,500.0,1200000.0,312,66,50,69,60,67,303,68,72,41,53,69,360,66,79,75,70,70,330,71,65,67,70,57,268,62,25,61,57,63,73,80,34,28,18,58,15,13,9,11,10,1711,358,2,2,High,Medium,1,73,58,59,69,32,67,2.0,2012 ~ 2020
205145,S. Fraser,Scotland,25,65,70,"



Milton Keynes Dons",2020 ~ 2022,183,69,Left,CAM,2020-09-09,1000000.0,3000.0,1300000.0,278,56,58,49,67,48,307,65,58,52,65,67,337,68,67,70,65,67,307,64,48,76,57,62,290,55,53,60,66,56,63,167,55,59,53,64,16,10,13,11,14,1750,372,3,3,High,Medium,1,67,60,63,66,55,61,2.0,2020 ~ 2022
240729,L. Rajot,France,22,65,74,"



Clermont Foot 63",2017 ~ 2022,179,68,Left,LWB,2017-07-01,1600000.0,2000.0,1600000.0,272,64,52,40,72,44,329,65,58,67,69,70,351,75,70,74,62,70,285,47,52,64,66,56,258,31,61,56,59,51,57,198,62,68,68,48,8,15,7,5,13,1741,378,3,3,Medium,Medium,1,72,52,66,68,62,58,3.0,2017 ~ 2022
246617,Javi Mier,Spain,21,65,78,"



Real Oviedo",2018 ~ 2021,176,65,Right,CAM,2018-12-08,1800000.0,2000.0,2200000.0,267,58,58,31,68,52,330,65,63,70,65,67,320,66,65,64,58,67,269,63,45,55,40,66,262,44,31,62,65,60,59,125,35,48,42,46,11,7,11,10,7,1619,339,3,3,Medium,Medium,1,65,61,65,65,38,45,12.0,2018 ~ 2021
198490,A. Faltsetas,Sweden,32,65,65,"



BK Häcken",2017 ~ 2021,181,79,Right,CDM,2017-01-24,550000.0,2000.0,500000.0,298,64,47,64,68,55,306,53,63,64,60,66,304,60,52,58,70,64,364,67,85,83,75,54,331,87,67,59,64,54,65,202,65,67,70,44,6,9,10,9,10,1849,380,3,2,Medium,High,1,56,54,65,59,66,80,1.0,2017 ~ 2021
216154,J. Elsey,Australia,26,65,68,"



Adelaide United",2013 ~ 2021,188,82,Right,CB,2013-07-01,825000.0,1000.0,795000.0,200,29,22,63,57,29,196,41,28,24,49,54,279,52,53,58,61,55,276,31,69,75,82,19,211,62,64,21,29,35,67,191,61,67,63,59,13,12,7,15,12,1412,307,3,2,Medium,High,1,53,24,42,48,64,76,2.0,2013 ~ 2021
231258,R. Macagno,Argentina,23,65,73,"



Newell's Old Boys",2015 ~ 2023,185,77,Right,GK,2015-10-05,1400000.0,2000.0,1100000.0,57,10,9,10,21,7,56,5,10,12,17,12,192,25,30,34,59,44,180,44,59,23,47,7,93,16,10,6,48,13,21,50,25,14,11,320,66,64,58,64,68,948,348,2,1,Medium,Medium,1,66,64,58,68,28,64,2.0,2015 ~ 2023
231514,R. Gojani,Sweden,27,65,66,"



IF Elfsborg",2018 ~ 2020,174,71,Right,CM,2018-01-26,825000.0,2000.0,795000.0,248,54,39,42,69,44,308,65,57,53,69,64,375,75,66,85,67,82,323,53,83,79,59,49,297,58,55,60,69,55,68,144,58,43,43,35,6,8,5,8,8,1730,364,3,3,Medium,Medium,1,70,46,65,68,50,65,2.0,2018 ~ 2020
200539,Gaztañaga,Spain,29,65,65,"



FC Viitorul",2020 ~ 2022,181,78,Right,CDM,2020-09-23,600000.0,3000.0,641000.0,228,47,38,56,64,23,255,48,50,35,61,61,269,46,48,61,62,52,295,42,72,74,76,31,260,59,65,43,57,36,63,189,63,64,62,56,13,7,12,11,13,1552,330,3,2,Medium,Medium,1,47,37,57,54,63,72,1.0,2020 ~ 2022
203355,R. Hall,England,26,65,66,"



Oxford United",2016 ~ 2021,173,66,Left,RM,2016-07-21,850000.0,3000.0,1100000.0,300,66,58,59,60,57,313,64,67,63,56,63,388,87,90,75,58,78,313,60,77,60,57,59,234,56,13,60,54,51,59,86,53,20,13,59,13,11,9,10,16,1693,363,4,3,Medium,Low,1,89,58,60,65,32,59,5.0,2016 ~ 2021
202073,E. Zavaleta,United States,27,65,66,"



Toronto FC",2015 ~ 2020,185,84,Right,CB,2015-01-26,725000.0,2000.0,866000.0,263,29,49,64,65,56,247,54,38,37,60,58,270,56,59,40,59,56,348,68,76,70,78,56,288,71,63,53,53,48,60,189,63,64,62,62,12,7,15,13,15,1667,357,2,2,Medium,Medium,1,58,55,52,54,63,75,12.0,2015 ~ 2020
253531,E. Chávez,Peru,26,65,68,"



Cusco FC",2020 ~ 2021,170,67,Right,RB,2020-02-04,850000.0,500.0,1300000.0,245,52,52,53,62,26,226,62,26,36,42,60,359,75,74,72,60,78,265,30,56,73,54,52,251,56,62,49,58,26,69,189,59,67,63,49,8,10,13,12,6,1584,356,2,2,Medium,Medium,1,74,45,53,63,62,59,4.0,2020 ~ 2021
155998,T. Černý,Czech Republic,35,65,65,"



Aberdeen",2018 ~ 2021,184,83,Left,GK,2018-07-25,80000.0,1000.0,263000.0,101,23,12,17,35,14,96,22,17,11,34,12,267,53,33,63,69,49,238,45,74,39,67,13,144,44,24,16,49,11,46,46,18,11,17,315,63,63,60,65,64,1207,357,2,1,Medium,Medium,1,63,63,60,64,42,65,3.0,2018 ~ 2021
208984,J. Müller,Germany,30,65,65,"



SpVgg Unterhaching",2016 ~ 2021,182,75,Right,RM,2016-07-01,700000.0,2000.0,725000.0,288,64,55,49,62,58,294,67,68,42,54,63,359,79,78,72,60,70,333,66,65,79,62,61,244,49,32,58,52,53,61,120,44,36,40,55,10,11,12,7,15,1693,365,4,2,High,Medium,1,78,59,59,66,39,64,2.0,2016 ~ 2021
